Maker,Model,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,Claim,category_anomaly,repair_date
Citroen,Grand C4 Picasso,2018,6,Grey,2015,MPV,46709,1.6L,Manual,Diesel,11222,7,5,Transmission Issue,1,15,6/15/18,2,193.666,8,0,0,6/17/18
Ford,Focus,2021,6,White,2019,Hatchback,35031,1.5L,Manual,Diesel,13700,5,5,Electrical Issue,4,3,6/3/21,1,81.1,2,0,0,6/3/21
Ford,Ka,2018,6,White,2011,Hatchback,40000,1.2L,Manual,Petrol,3895,4,3,Starter Motor Issue,0,18,6/18/18,1,98.95,3,0,0,6/18/18
Ford,Grand C-Max,2018,5,White,2014,MPV,23898,1.0L,Manual,Petrol,10572,7,5,Excessive Emissions,0,5,5/5/18,1,29.5148,1,0,0,5/5/18
Citroen,C3,2021,5,White,2019,Hatchback,14788,1.2L,Manual,Petrol,11000,5,5,Warning Light,0,13,5/13/21,2,470,18,0,0,5/17/21
Ford,Ka,2018,8,Blue,2014,Hatchback,13390,1.2L,Manual,Petrol,4799,4,3,Tyre Alignment,0,20,8/20/18,1,10.4799,0.5,0,0,8/20/18
Citroen,C4,2018,5,Grey,2017,Hatchback,2587,1.6L,Manual,Diesel,11949,5,5,Flat Tyres,0,24,5/24/18,2,43.5847,2,0,0,5/24/18
Honda,S2000,2018,7,Blue,2007,Convertible,118000,2.0L,Manual,Petrol,7750,2,2,Starter Motor Issue,0,6,7/6/18,1,137.5,3,0,0,7/6/18
Honda,Jazz,2018,8,Black,2016,Hatchback,17966,1.3L,Automatic,Petrol,11995,5,5,Radiator Leaking,0,14,8/14/18,1,279.9,2,0,0,8/14/18
Citroen,DS3 Cabrio,2017,9,White,2014,Convertible,22000,1.6L,Automatic,Petrol,8490,5,2,Brake Pads Worn,0,13,9/13/17,2,84.245,4,0,0,9/14/17
Ford,Fiesta,2018,8,Black,2008,Hatchback,106000,1.25L,Manual,Petrol,1195,5,5,Transmission Issue,2,8,8/8/18,1,68.365,3,0,0,8/8/18
Ford,S-Max,2018,5,Blue,2017,MPV,30315,2.0L,Manual,Diesel,14980,7,5,Windscreen Crack,0,22,5/22/18,1,28.988,1,0,0,5/22/18
Dacia,Sandero Stepway,2018,8,Red,2014,Hatchback,54780,0.9L,Manual,Petrol,5695,5,5,Warning Light,0,27,8/27/18,1,236.95,9,0,0,8/29/18
Bentley,Continental,2018,5,White,2012,Coupe,10000,6.0L,Automatic,Petrol,71945,4,2,Excessive Emissions,0,23,5/23/18,3,124.7505,3,0,0,5/23/18
Citroen,DS3,2018,4,Grey,2016,Hatchback,23323,1.2L,Manual,Petrol,10650,5,3,Radiator Leaking,0,3,4/3/18,2,293,4,0,0,4/4/18
Citroen,Grand C4 Picasso,2018,5,Black,2017,MPV,14879,1.6L,Manual,Diesel,13295,5,5,Gear Box Issue,0,22,5/22/18,2,212.95,4,0,0,5/23/18
Bentley,Bentayga,2021,3,Black,2019,SUV,15607,4.0L,Automatic,Petrol,129950,5,5,Transmission Issue,1,24,3/24/21,3,629.85,12,0,0,3/27/21
Ford,Fiesta,2021,5,Red,2019,Hatchback,12891,1.0L,Manual,Petrol,11998,5,5,Transmission Issue,2,23,5/23/21,1,143.986,3,0,0,5/23/21
Citroen,DS4,2018,2,Black,2012,Hatchback,108000,1.6L,Manual,Diesel,4375,5,5,Brake Pads Worn,0,1,2/1/18,2,82.1875,4,0,0,2/2/18
Bentley,Continental,2018,8,Grey,2016,Coupe,4008,6.0L,Automatic,Petrol,109950,4,2,Engine Issue,3,11,8/11/18,3,11715,36,0,0,8/20/18
Ford,Focus,2018,8,Grey,2016,Hatchback,15358,1.5L,Manual,Diesel,11799,5,5,Excessive Emissions,0,21,8/21/18,1,30.6191,1,0,0,8/21/18
Ford,Mondeo,2021,5,Grey,2019,Estate,38092,2.0L,Manual,Diesel,15789,5,5,Excessive Emissions,0,10,5/10/21,1,34.2101,1,0,0,5/10/21
Citroen,Berlingo,2018,3,Silver,2014,MPV,49000,1.6L,Manual,Diesel,7995,5,5,Transmission Issue,2,3,3/3/18,2,175.965,6,0,0,3/4/18
Honda,HR-V,2018,4,Red,2017,SUV,7800,1.6L,Manual,Diesel,18995,5,5,Sensor Malfunction,0,16,4/16/18,1,1009.75,3,0,0,4/16/18
Fiat,500,2018,8,Blue,2014,Hatchback,61988,1.2L,Manual,Petrol,4500,4,3,Windscreen Crack,0,19,8/19/18,1,22.7,1,0,0,8/19/18
Citroen,Grand C4 Picasso,2018,4,Black,2012,MPV,59186,1.6L,Automatic,Diesel,7990,7,5,Transmission Issue,3,1,4/1/18,2,391.91,16,0,0,4/5/18
Bentley,Continental,2018,8,White,2017,Coupe,13500,4.0L,Automatic,Petrol,110000,4,2,Windscreen Crack,0,21,8/21/18,3,126,3,0,0,8/21/18
Dacia,Duster,2021,5,White,2019,SUV,16437,1.6L,Manual,Petrol,9989,5,5,Windscreen Crack,0,23,5/23/21,1,25.9934,1,0,0,5/23/21
Ford,Edge,2021,5,Black,2019,SUV,11892,2.0L,Automatic,Diesel,30995,5,5,Alternator Failing,0,2,5/2/21,1,659.9,2,0,0,5/2/21
Citroen,C5,2018,4,Silver,2011,Estate,69000,1.6L,Manual,Diesel,4500,5,5,Transmission Issue,2,12,4/12/18,2,151.5,6,0,0,4/13/18
Ford,Ranger,2021,3,White,2019,Pickup,41002,2.2L,Manual,Diesel,20399,5,4,Flat Tyres,0,23,3/23/21,1,26.1197,1,0,0,3/23/21
Fiat,500L,2018,7,Green,2013,MPV,19381,1.3L,Automatic,Diesel,6980,5,5,Radiator Leaking,0,17,7/17/18,1,179.6,2,0,0,7/17/18
Ford,Focus,2018,4,Gelb,2016,Hatchback,21000,1.0L,Manual,Petrol,10695,5,5,Alternator Failing,0,22,4/22/18,1,253.9,2,1,1,4/22/18
Citroen,DS3 Cabrio,2018,3,Black,2014,Convertible,28188,1.6L,Manual,Petrol,6863,5,2,Starter Motor Issue,0,19,3/19/18,2,188.63,6,0,0,3/20/18
Ford,Kuga,2018,8,Silver,2009,SUV,91250,2.0L,Manual,Diesel,5750,5,5,Windscreen Crack,0,28,8/28/18,1,23.45,1,0,0,8/28/18
Citroen,C3,2021,5,Green,2019,Hatchback,5656,1.2L,Manual,Petrol,9795,5,5,Alternator Failing,0,13,5/13/21,2,275.9,4,0,0,5/14/21
Ford,S-Max,2018,1,Black,2006,MPV,100000,2.0L,Manual,Petrol,2999,7,5,Windscreen Crack,0,12,1/12/18,1,21.7994,1,0,0,1/12/18
Bentley,Continental,2017,12,Black,2008,Convertible,43955,6.0L,Automatic,Petrol,45000,4,2,Sensor Malfunction,0,24,12/24/17,3,2430,9,0,0,12/26/17
Citroen,Grand C4 Picasso,2018,2,Blue,2013,MPV,20000,2.0L,Manual,Diesel,9250,7,5,Steering Wheel Shaking,0,15,2/15/18,2,49.25,2,0,0,2/15/18
Honda,CR-V,2018,7,Silver,2018,SUV,5000,1.6L,Manual,Diesel,18991,5,5,Warning Light,0,2,7/2/18,1,369.91,9,0,0,7/4/18
Honda,Civic,2018,2,Grey,2004,Hatchback,100623,2.0L,Manual,Petrol,5495,4,3,Warning Light,0,16,2/16/18,1,234.95,9,0,0,2/18/18
Citroen,C3 Picasso,2018,8,Grey,2010,MPV,84828,1.6L,Manual,Diesel,3695,5,5,Gear Box Issue,0,5,8/5/18,2,116.95,4,0,0,8/6/18
Honda,CR-V,2018,4,Blue,2003,SUV,111000,2.0L,Manual,Petrol,1850,5,5,Windscreen Crack,0,27,4/27/18,1,21.11,1,0,0,4/27/18
Fiat,500,2018,5,Black,2008,Hatchback,58347,1.2L,Manual,Petrol,2795,4,3,Warning Light,0,8,5/8/18,1,207.95,9,0,0,5/10/18
Ford,Mondeo,2018,6,Black,2011,Hatchback,95000,1.6L,Manual,Diesel,4495,5,5,Alternator Failing,0,3,6/3/18,1,129.9,2,0,0,6/3/18
Bentley,Bentayga,2018,8,Blue,2018,SUV,10,4.0L,Automatic,Petrol,175445,5,5,Flat Tyres,0,3,8/3/18,3,112.6335,3,0,0,8/3/18
Citroen,DS3,2018,2,White,2010,Hatchback,81000,1.6L,Manual,Diesel,4295,4,3,Electrical Issue,4,17,2/17/18,2,293.6928346,369.5201236,1,0,2/19/18
Honda,Civic,2018,5,Grey,2014,Estate,101000,1.6L,Manual,Diesel,8000,5,5,Windscreen Crack,0,5,5/5/18,1,86.25261394,1,1,0,5/5/18
Ford,EcoSport,2018,3,Black,2014,SUV,25000,1.0L,Manual,Petrol,9490,5,5,Tyre Alignment,0,21,3/21/18,1,10.949,0.5,0,0,3/21/18
Citroen,C4,2018,7,Grey,2008,Hatchback,61700,1.6L,Manual,Diesel,2250,5,5,Alternator Failing,0,27,7/27/18,2,125,4,0,0,7/28/18
Ford,Focus,2018,7,Red,2013,Hatchback,22254,1.0L,Manual,Petrol,7670,5,5,Brake Pads Worn,0,3,7/3/18,1,43.835,2,0,0,7/3/18
Fiat,Punto Evo,2018,8,Blue,2010,Hatchback,94945,1.4L,Manual,Petrol,1995,4,3,Electrical Issue,5,18,8/18/18,1,61.995,3,0,0,8/18/18
Fiat,Punto,2018,5,Black,2002,Hatchback,61767,1.2L,Manual,Petrol,895,5,3,Flat Tyres,0,28,5/28/18,1,20.2685,1,0,0,5/28/18
Bentley,Continental,2017,11,Blue,2004,Coupe,50000,6.0L,Automatic,Petrol,24995,4,2,Alternator Failing,0,27,11/27/17,3,619.9,6,0,0,11/28/17
Fiat,500,2018,8,Blue,2014,Hatchback,14705,1.2L,Manual,Petrol,5495,4,3,Tyre Alignment,0,16,8/16/18,1,10.5495,0.5,0,0,8/16/18
Citroen,DS3,2018,7,Black,2013,Hatchback,81788,1.6L,Manual,Diesel,4674,5,3,Alternator Failing,0,11,7/11/18,2,173.48,4,0,0,7/12/18
Dacia,Sandero Stepway,2021,4,White,2019,Hatchback,23650,0.9L,Manual,Petrol,8995,5,5,Brake Pads Worn,0,17,4/17/21,1,44.4975,2,0,0,4/17/21
Ford,Ka,2018,7,Silver,2009,Hatchback,60000,1.3L,Manual,Petrol,1500,5,3,Radiator Leaking,0,27,7/27/18,1,70,2,0,0,7/27/18
Ford,Mondeo,2018,4,Red,2014,Estate,138417,1.6L,Manual,Diesel,4995,5,5,Gear Box Issue,0,27,4/27/18,1,89.95,2,0,0,4/27/18
Citroen,C3,2021,5,Black,2019,Hatchback,13645,1.2L,Manual,Petrol,9999,5,5,Gear Box Issue,0,13,5/13/21,2,179.99,4,0,0,5/14/21
Ford,Fiesta,2018,8,Silver,2005,Hatchback,96000,1.4L,Manual,Petrol,895,5,5,Engine Issue,1,6,8/6/18,1,339,8,0,0,8/8/18
Honda,Civic,2018,3,Red,2012,Hatchback,52230,1.8L,Manual,Petrol,6995,5,5,Warning Light,0,11,3/11/18,1,249.95,9,0,0,3/13/18
Ford,Kuga,2018,3,Gold,2014,SUV,24865,2.0L,Manual,Diesel,13725,5,5,Electrical Issue,4,3,3/3/18,1,81.175,2,0,0,3/3/18
Ford,Focus,2018,6,Gelb,2012,Hatchback,38000,1.6L,Manual,Diesel,9695,14,5,Electrical Issue,5,8,6/8/18,1,69.695,3,1,1,6/8/18
Honda,CR-V,2018,2,Blue,2010,SUV,40350,2.0L,Manual,Petrol,10450,5,5,Engine Issue,4,17,2/17/18,1,722.5,10,0,0,2/19/18
Citroen,C3 Pluriel,2018,5,Orange,2003,Convertible,52981,1.6L,Automatic,Petrol,600,4,2,Sensor Malfunction,0,16,5/16/18,2,150,6,0,0,5/17/18
Ford,Kuga,2018,5,Blue,2012,SUV,60000,2.0L,Manual,Diesel,9750,5,5,Tyre Alignment,0,22,5/22/18,1,10.975,0.5,0,0,5/22/18
Ford,Mondeo,2018,5,Silver,2010,Hatchback,91739,2.0L,Manual,Diesel,4990,5,5,Tyre Alignment,0,13,5/13/18,1,10.499,0.5,0,0,5/13/18
Ford,B-Max,2018,5,Silver,2015,MPV,9847,1.6L,Manual,Diesel,8489,5,5,Flat Tyres,0,4,5/4/18,1,22.5467,1,0,0,5/4/18
Ford,C-Max,2018,5,Grey,2007,MPV,90000,2.0L,Automatic,Petrol,2450,5,5,Radiator Leaking,0,9,5/9/18,1,89,2,0,0,5/9/18
Ford,Focus,2018,8,Green,2006,Hatchback,107063,1.6L,Manual,Petrol,1294,5,5,Tyre Alignment,0,25,8/25/18,1,10.1294,0.5,0,0,8/25/18
Ford,Kuga,2018,4,Silver,2011,SUV,76769,2.0L,Manual,Diesel,8000,5,5,Gear Box Issue,0,21,4/21/18,1,634.800377,475.0736723,1,0,5/19/18
Ford,Ka,2018,6,White,2012,Hatchback,53000,1.2L,Manual,Petrol,4595,4,3,Gear Box Issue,0,27,6/27/18,1,85.95,2,0,0,6/27/18
Ford,Kuga,2018,7,Silver,2011,SUV,71250,2.0L,Manual,Diesel,7900,5,5,Steering Wheel Shaking,0,21,7/21/18,1,27.9,1,0,0,7/21/18
Ford,Streetka,2018,6,Blue,2004,Convertible,70272,1.6L,Manual,Petrol,1299,2,2,Windscreen Crack,0,21,6/21/18,1,75.8649053,1,1,0,6/21/18
Ford,Mondeo,2018,7,Blue,2008,Estate,198000,2.0L,Manual,Diesel,1489,5,5,Sensor Malfunction,0,16,7/16/18,1,134.45,3,0,0,7/16/18
Citroen,C4,2018,7,Red,2012,Hatchback,67311,1.6L,Automatic,Diesel,5795,5,5,Starter Motor Issue,0,11,7/11/18,2,177.95,6,0,0,7/12/18
Fiat,500,2018,5,Gelb,2010,Hatchback,82000,1.2L,Automatic,Petrol,3995,4,3,Tyre Alignment,0,26,5/26/18,1,10.3995,0.5,1,1,5/26/18
Ford,Kuga,2018,6,Black,2009,SUV,85593,2.0L,Manual,Diesel,6695,5,5,Electrical Issue,3,14,6/14/18,1,53.475,1,0,0,6/14/18
Ford,Fusion,2018,5,Blue,2006,Hatchback,34000,1.4L,Manual,Petrol,2250,5,5,Electrical Issue,3,16,5/16/18,1,31.25,1,0,0,5/16/18
Ford,Kuga,2018,8,White,2015,SUV,19363,2.0L,Manual,Diesel,12699,5,5,Starter Motor Issue,0,26,8/26/18,1,186.99,3,0,0,8/26/18
Honda,Civic,2018,3,Red,2012,Hatchback,65000,1.8L,Manual,Petrol,6490,5,5,Gear Box Issue,0,6,3/6/18,1,104.9,2,0,0,3/6/18
Honda,CR-V,2018,2,Brown,2014,SUV,14559,2.0L,Manual,Petrol,14000,5,5,Steering Wheel Shaking,0,20,2/20/18,1,34,1,0,0,2/20/18
Citroen,DS3,2018,5,Yellow,2014,Hatchback,34707,1.6L,Manual,Diesel,6999,5,3,Transmission Issue,2,18,5/18/18,2,738.7579877,6,1,0,5/19/18
Citroen,Grand C4 Picasso,2018,6,Blue,2018,MPV,7000,1.6L,Manual,Diesel,18000,5,5,Tyre Alignment,0,16,6/16/18,2,21.8,1,0,0,6/16/18
Citroen,DS3,2018,7,Grey,2013,Hatchback,75000,1.6L,Manual,Diesel,4995,4,3,Electrical Issue,2,14,7/14/18,2,29.99,1,0,0,7/14/18
Ford,Escort,2018,5,Red,1990,Convertible,45500,1.6L,Manual,Petrol,2850,14,2,Engine Issue,2,26,5/26/18,1,747.5,16,1,0,5/30/18
Ford,Focus,2018,7,Blue,2010,Hatchback,109652,1.6L,Manual,Petrol,2190,5,5,Brake Pads Worn,0,15,7/15/18,1,41.095,2,0,0,7/15/18
Dacia,Sandero Stepway,2018,4,Gelb,2015,Hatchback,12972,0.9L,Manual,Petrol,7500,5,5,Tyre Alignment,0,14,4/14/18,1,38.08228641,41.11186643,1,1,4/24/18
Ford,Galaxy,2018,6,Gelb,2007,MPV,72000,2.0L,Manual,Diesel,4990,7,5,Transmission Issue,1,16,6/16/18,1,94.97,4,1,1,6/17/18
Citroen,DS3,2017,12,White,2014,Hatchback,71950,1.6L,Manual,Diesel,5450,4,3,Flat Tyres,0,12,12/12/17,2,41.635,2,0,0,12/12/17
Ford,Fiesta,2018,8,Black,2014,Hatchback,26905,1.25L,Manual,Petrol,6490,5,3,Windscreen Crack,0,11,8/11/18,1,23.894,1,0,0,8/11/18
Citroen,C3,2018,9,Grey,2017,Hatchback,7890,1.2L,Manual,Petrol,11000,5,5,Tyre Alignment,0,21,9/21/18,2,21.1,1,0,0,9/21/18
Ford,Focus,2018,8,Grey,2013,Hatchback,49126,1.6L,Manual,Diesel,7650,5,5,Alternator Failing,0,4,8/4/18,1,193,2,0,0,8/4/18
Citroen,Grand C4 Picasso,2018,7,Silver,2015,MPV,35900,1.6L,Manual,Diesel,9890,7,5,Radiator Leaking,0,5,7/5/18,2,277.8,4,0,0,7/6/18
Fiat,Grande Punto,2018,8,Black,2007,Hatchback,78770,1.2L,Manual,Petrol,1495,4,3,Transmission Issue,2,12,8/12/18,1,70.465,3,0,0,8/12/18
Ford,B-Max,2018,7,Black,2016,MPV,17745,1.6L,Automatic,Petrol,9000,5,5,Flat Tyres,0,7,7/7/18,1,22.7,1,0,0,7/7/18
Citroen,Xsara Picasso,2018,2,Black,2008,MPV,100940,1.6L,Manual,Petrol,1690,5,5,Brake Pads Worn,0,15,2/15/18,2,80.845,4,0,0,2/16/18
Citroen,C3,2021,4,Grey,2019,Hatchback,18207,1.2L,Manual,Petrol,8895,5,5,Transmission Issue,1,20,4/20/21,2,186.685,8,0,0,4/22/21
Ford,Focus,2018,8,Black,2007,Hatchback,123979,1.6L,Manual,Petrol,689,5,5,Brake Pads Worn,0,6,8/6/18,1,40.3445,2,0,0,8/6/18
Dodge,Nitro,2018,8,Red,2008,SUV,73000,2.8L,Automatic,Diesel,4750,5,5,Transmission Issue,2,6,8/6/18,4,273.25,12,0,0,8/9/18
Ford,Mondeo,2018,8,Brown,2011,Hatchback,41000,1.6L,Manual,Petrol,6995,12,5,Electrical Issue,5,13,8/13/18,1,213.2762039,3,1,0,8/13/18
Honda,CR-V,2018,3,Red,2012,SUV,65762,2.2L,Automatic,Diesel,9995,5,5,Engine Issue,3,15,3/15/18,1,5643.351489,12,1,0,3/18/18
Ford,C-Max,2018,7,Grey,2007,MPV,113000,2.0L,Automatic,Petrol,2190,5,5,Gear Box Issue,0,27,7/27/18,1,61.9,2,0,0,7/27/18
Ford,Focus C-Max,2018,8,Black,2004,MPV,76000,2.0L,Manual,Diesel,1495,5,5,Flat Tyres,0,10,8/10/18,1,20.4485,1,0,0,8/10/18
Ford,Fiesta,2018,8,Blue,2017,Hatchback,11148,1.0L,Manual,Petrol,10451,5,5,Gear Box Issue,0,24,8/24/18,1,144.51,2,0,0,8/24/18
Ford,Fiesta,2018,8,Grey,2016,Hatchback,23651,1.0L,Manual,Petrol,8800,5,5,Windscreen Crack,0,15,8/15/18,1,25.28,1,0,0,8/15/18
Ford,C-Max,2018,8,Black,2011,MPV,62305,1.6L,Manual,Diesel,5690,5,5,Radiator Leaking,0,16,8/16/18,1,153.8,2,0,0,8/16/18
Citroen,DS5,2018,4,Grey,2015,Hatchback,65917,1.6L,Automatic,Diesel,9459,5,5,Warning Light,0,11,4/11/18,2,454.59,18,0,0,4/15/18
Citroen,C4 Cactus,2018,5,Silver,2015,Hatchback,24265,1.6L,Manual,Diesel,7998,5,5,Warning Light,0,4,5/4/18,2,2273.004054,18,1,0,5/8/18
Citroen,C3 Pluriel,2018,1,Beige,2004,Convertible,112000,1.4L,Manual,Petrol,1495,4,2,Electrical Issue,3,10,1/10/18,2,47.475,2,0,0,1/10/18
Ford,EcoSport,2018,5,Black,2017,SUV,2802,1.0L,Manual,Petrol,12990,5,5,Sensor Malfunction,0,17,5/17/18,1,709.5,3,0,0,5/17/18
Fiat,Panda,2018,5,Blue,2005,Hatchback,115000,1.1L,Manual,Petrol,999,4,5,Gear Box Issue,0,21,5/21/18,1,49.99,2,0,0,5/21/18
Ford,Mondeo,2018,8,Gelb,2017,Hatchback,18565,2.0L,Manual,Diesel,15872,5,5,Flat Tyres,0,15,8/15/18,1,24.7616,1,1,1,8/15/18
Fiat,500,2018,5,Beige,2015,Hatchback,49000,1.2L,Manual,Petrol,5000,4,3,Starter Motor Issue,0,24,5/24/18,1,110,3,0,0,5/24/18
Citroen,Berlingo Multispace,2018,8,White,2015,MPV,31662,1.6L,Automatic,Diesel,9995,5,5,Starter Motor Issue,0,26,8/26/18,2,219.95,6,0,0,8/27/18
Ford,Focus,2018,5,Gelb,2017,Estate,21164,1.5L,Manual,Diesel,12250,5,5,Alternator Failing,0,4,5/4/18,1,285,2,1,1,5/4/18
Ford,Kuga,2018,8,White,2015,SUV,57013,2.0L,Manual,Diesel,12430,5,5,Gear Box Issue,0,4,8/4/18,1,164.3,2,0,0,8/4/18
Honda,HR-V,2018,5,Gelb,2001,SUV,87000,1.6L,Automatic,Petrol,985,4,5,Electrical Issue,5,26,5/26/18,1,60.985,3,1,1,5/26/18
Ford,Mondeo,2018,4,Blue,2011,Hatchback,61000,2.0L,Manual,Diesel,6495,5,5,Radiator Leaking,0,10,4/10/18,1,169.9,2,0,0,4/10/18
Bentley,Continental,2018,8,White,2015,Coupe,7360,999.0L,Automatic,Petrol,179950,2,2,Excessive Emissions,0,20,8/20/18,3,221.955,3,1,1,8/20/18
Ford,Mondeo,2018,4,Red,2015,Hatchback,111515,2.0L,Automatic,Diesel,10500,5,5,Engine Issue,3,27,4/27/18,1,6579.086173,5011.237363,1,0,5/19/18
Ford,Mondeo,2018,5,Gelb,2017,Estate,9365,2.0L,Manual,Diesel,18999,5,5,Transmission Issue,1,14,5/14/18,1,136.997,4,1,1,5/15/18
Ford,S-Max,2017,10,Blue,2014,MPV,34330,2.0L,Automatic,Diesel,10495,7,5,Brake Pads Worn,0,22,10/22/17,1,181.9776793,139.1160807,1,0,10/26/17
Citroen,Grand C4 Picasso,2018,8,Silver,2008,MPV,92927,1.6L,Manual,Diesel,2700,7,5,Steering Wheel Shaking,0,28,8/28/18,2,42.7,2,0,0,8/28/18
Citroen,C4,2017,12,Silver,2014,Hatchback,46616,1.6L,Manual,Diesel,6495,5,5,Radiator Leaking,0,8,12/8/17,2,209.9,4,0,0,12/9/17
Ford,Ka,2018,6,Silver,2013,Hatchback,11258,1.2L,Manual,Petrol,5450,4,3,Sensor Malfunction,0,7,6/7/18,1,332.5,3,0,0,6/7/18
Honda,Accord,2018,4,Silver,2005,Saloon,128000,2.2L,Manual,Diesel,1494,5,4,Flat Tyres,0,28,4/28/18,1,20.4482,1,0,0,4/28/18
Hyundai,i30,2018,5,Red,2010,Hatchback,85876,1.6L,Manual,Diesel,3900,5,5,Tyre Alignment,0,15,5/15/18,1,10.39,0.5,0,0,5/15/18
Fiat,Fullback,2018,1,Grey,2017,Pickup,207,2.4L,Manual,Diesel,19200,5,4,Starter Motor Issue,0,23,1/23/18,1,252,3,0,0,1/23/18
Ford,C-Max,2018,3,Black,2014,MPV,29500,1.6L,Manual,Diesel,5750,5,5,Excessive Emissions,0,14,3/14/18,1,25.175,1,0,0,3/14/18
Citroen,DS3,2018,4,White,2014,Hatchback,41000,1.6L,Manual,Diesel,7750,5,3,Steering Wheel Shaking,0,16,4/16/18,2,163.2431167,2,1,0,4/16/18
Ford,Focus,2021,4,Black,2019,Hatchback,26713,1.5L,Manual,Diesel,15680,5,5,Starter Motor Issue,0,14,4/14/21,1,216.8,3,0,0,4/14/21
Citroen,DS5,2018,7,Purple,2015,Hatchback,10298,2.0L,Automatic,Diesel,15390,16,5,Brake Pads Worn,0,23,7/23/18,2,87.695,4,1,0,7/24/18
Ford,Focus,2018,7,White,2015,Hatchback,14773,1.0L,Manual,Petrol,10600,5,5,Engine Issue,1,24,7/24/18,1,2280,8,0,0,7/26/18
Fiat,500X,2018,8,Black,2018,SUV,13,1.6L,Automatic,Diesel,18000,5,5,Transmission Issue,2,25,8/25/18,1,186,3,0,0,8/25/18
Honda,CR-V,2018,3,Blue,2004,SUV,86000,2.0L,Automatic,Petrol,2390,5,5,Gear Box Issue,0,15,3/15/18,1,63.9,2,0,0,3/15/18
Ford,Focus C-Max,2018,8,Black,2004,MPV,171401,1.6L,Manual,Diesel,600,5,5,Engine Issue,3,23,8/23/18,1,300,12,0,0,8/26/18
Ford,Ka,2018,3,Silver,2010,Hatchback,58000,1.2L,Manual,Petrol,3495,4,3,Sensor Malfunction,0,21,3/21/18,1,234.75,3,0,0,3/21/18
Ford,Focus,2018,5,Gelb,2007,Hatchback,79000,2.5L,Manual,Petrol,6490,5,3,Alternator Failing,0,11,5/11/18,1,169.8,2,1,1,5/11/18
Ford,Focus,2018,4,Gelb,2007,Hatchback,111200,1.6L,Manual,Diesel,2450,5,5,Starter Motor Issue,0,15,4/15/18,1,84.5,3,1,1,4/15/18
DS,3 Cabrio,2018,4,Silver,2016,Convertible,27152,1.6L,Manual,Diesel,10690,5,2,Engine Issue,4,11,4/11/18,2,934.5,20,0,0,4/16/18
Dacia,Duster,2018,8,Grey,2017,SUV,21111,1.2L,Manual,Petrol,11800,5,5,Brake Pads Worn,0,22,8/22/18,1,45.9,2,0,0,8/22/18
Ford,Focus,2018,7,Red,2013,Hatchback,66000,1.0L,Manual,Petrol,5490,5,5,Windscreen Crack,0,13,7/13/18,1,23.294,1,0,0,7/13/18
Honda,CR-V,2018,4,Red,2008,SUV,95405,2.2L,Manual,Diesel,5199,5,5,Brake Pads Worn,0,28,4/28/18,1,145.8936381,2,1,0,4/28/18
Citroen,C4 Cactus,2018,5,White,2015,Hatchback,35775,1.6L,Manual,Diesel,8000,5,5,Windscreen Crack,0,10,5/10/18,2,44.8,2,0,0,5/10/18
Citroen,C3,2018,5,Black,2003,Hatchback,127986,1.4L,Manual,Petrol,500,5,5,Excessive Emissions,0,10,5/10/18,2,125.5982208,147.3958152,1,0,5/16/18
Ford,Ranger,2018,5,Black,2006,Pickup,114517,2.5L,Manual,Diesel,4989,5,4,Excessive Emissions,0,13,5/13/18,1,24.4901,1,0,0,5/13/18
Fiat,Punto Evo,2018,5,Red,2011,Hatchback,70000,1.4L,Manual,Petrol,1990,4,3,Tyre Alignment,0,6,5/6/18,1,10.199,0.5,0,0,5/6/18
Ford,Mondeo,2018,8,White,2016,Hatchback,21235,2.0L,Manual,Diesel,12590,5,5,Sensor Malfunction,0,11,8/11/18,1,689.5,3,0,0,8/11/18
Citroen,C3,2018,8,Purple,2015,Hatchback,22000,1.0L,Manual,Petrol,5795,5,5,Windscreen Crack,0,9,8/9/18,2,43.477,2,0,0,8/9/18
Citroen,Xsara Picasso,2018,5,Blue,2002,MPV,83150,1.6L,Manual,Petrol,1395,5,5,Transmission Issue,2,23,5/23/18,2,129.765,6,0,0,5/24/18
Citroen,DS4,2018,7,Silver,2011,Hatchback,98000,1.6L,Manual,Diesel,4795,5,5,Starter Motor Issue,0,12,7/12/18,2,167.95,6,0,0,7/13/18
Ford,Ka+,2021,6,White,2019,Hatchback,10757,1.2L,Manual,Petrol,8999,5,5,Tyre Alignment,0,7,6/7/21,1,10.8999,0.5,0,0,6/7/21
Honda,Jazz,2018,4,Red,2016,Hatchback,13746,1.3L,Automatic,Petrol,10500,5,5,Sensor Malfunction,0,10,4/10/18,1,585,3,0,0,4/10/18
Citroen,C4 Cactus,2018,3,Purple,2014,Hatchback,28893,1.6L,Manual,Diesel,8495,5,5,Tyre Alignment,0,12,3/12/18,2,20.8495,1,0,0,3/12/18
Ford,Fiesta,2018,5,Blue,2017,Hatchback,12975,1.25L,Manual,Petrol,9000,5,5,Flat Tyres,0,10,5/10/18,1,22.7,1,0,0,5/10/18
Ford,B-Max,2018,4,Gelb,2015,MPV,35000,1.0L,Manual,Petrol,8475,5,5,Flat Tyres,0,6,4/6/18,1,22.5425,1,1,1,4/6/18
